ID,City,Latitude,Longitude
215,Hisar,29.156268799821223,75.7292303
216,Hodal,27.897553223617347,77.37189577362258
217,Hosapete,15.266492999938778,76.3872297
218,Hoshangabad,22.754553800392554,77.7198249
219,Hoshiarpur,31.5328522996295,75.9025485
220,Hosur,12.732884399651425,77.8309478
221,Howrah,22.573629600397794,88.3251045
222,Hubballi,15.351837799948845,75.1379848
223,Hyderabad,17.36058900017266,78.4740613
224,Ichalkaranji,16.695934800102723,74.4555755
225,Imphal,24.799116200274714,93.9364419
226,Indore,22.720361600393623,75.8681996
227,Jabalpur,23.160893800377544,79.9497702
228,Jagadhari,30.16889999972492,77.3019
229,Jagdalpur,19.087075800320456,82.02357149999999
230,Jaipur,26.915457600067175,75.8189817
231,Jalandhar,31.332376199640457,75.57688899999998
232,Jalgaon,20.996845300404296,75.5683795
233,Jalna,19.839339400364775,75.8818806
234,Jalpaiguri,26.524268800109606,88.72010820000001
235,Jammu,32.7185613995901,74.8580917
236,Jamnagar,22.45972250393638,70.0629193413933
237,Jamnagar,22.47324150040031,70.0552102
238,Jamshedpur,22.801519400391047,86.20295789999999
239,Jamuria,23.710231700350285,87.0770495
240,Jaora,23.63761336446996,75.12759563380087
241,Jaunpur,25.747200000189405,82.689
242,Jaynagar Majilpur,22.174488500406106,88.41835689999999
243,Jehanabad,25.21133840023956,84.9873701
244,Jehanabad,25.214827039629142,84.98957432476348
245,Jetpur,21.75792168579554,70.6198527027527
246,Jetpur,21.75437250040999,70.6189391
247,Jeypore,18.859856847652463,82.57222508258357
248,Jhansi,25.450246400217765,78.5800085
249,Jhansi,25.452654690815415,78.56682788610861
250,Jhunjhunu,28.128799499931898,75.3992581
251,Jind,29.314042699805167,76.31794879999998
252,Jodhpur,26.27314362240929,73.02586804703056
253,Jodhpur,26.29677190013368,73.0351433
254,Junagadh,21.519013784519025,70.45864521944418
255,Junagadh,21.517410400409965,70.4642754
256,Kadapa,14.475293599845402,78.8216861
257,Kaithal,29.79965879975804,76.3989903
258,Kakatpur,20.004557107468184,86.19932121080453
259,Kakinada,16.94373850012944,82.2350607
260,Kalaburagi,17.33100030016967,76.83342279999998
261,Kalol,23.245216500373868,72.4966223
262,Kalyan-Dombivli,19.23348750033015,73.1182464
263,Kalyani,22.974972300384966,88.43459149999998
264,Kanchrapara,22.949010800385928,88.43590969999998
265,Kannur,11.91473676663599,75.38538185562383
266,Kannur,11.885833113677991,75.3792763267917
267,Kanpur,26.460913500116366,80.3217588
268,Kapurthala,31.381501499637668,75.3843769
269,Karimnagar,18.434643800271413,79.1322648
270,Karnal,29.680326599769266,76.9896254
271,Karur,10.9604045994958,78.07756099999999
272,Kasganj,27.80770339996775,78.6456226
273,Kathua,32.37655239959677,75.5243044
274,Katihar,25.543381700209025,87.5690417
275,Katni,23.833962100343093,80.392456
276,Kavali,14.913584599897067,79.9926902
277,Khammam,17.246535100161072,80.15003259999999
278,Khandwa,21.82037520040972,76.3555424
279,Khangabok,24.612099501859923,94.01087892763364
280,Khanna,30.70062499968222,76.22207629999998
281,Kharagpur,22.34309000040314,87.30128749999999
282,Khardaha,22.71569920039376,88.381582
283,Khargone,21.81877430040973,75.60645769999999
284,Khurja,28.253265199918097,77.85391600000001
285,Kishanganj,26.10141940015391,87.9507791
286,Kishangarh,26.588558500102717,74.861097
287,Kochi,9.931307999434695,76.26741359999998
288,Kochi,9.931369499434698,76.2673759
289,Kodinar,20.792468329597185,70.70122136246364
290,Kolar,13.136999599693834,78.1339606
291,Kolhapur,16.702841200103475,74.24053289999999
292,Kolkata,22.572672300397823,88.36388149999999
293,Kollam,8.887950899398888,76.5955013
294,Korba,22.35474680040291,82.7110855
295,Kota,25.1737019002429,75.8574194
296,Kozhikode,11.245055799516837,75.7754716
297,Krishnanagar,23.405848100366352,88.4958935
298,Kuchaman,27.152355222234338,74.85767741431596
299,Kulgaon Badlapur,19.16501960032567,73.237532
300,Kundla,21.336994943587467,71.31507529218803
301,Kurnool,15.83092510000495,78.0425373
302,Kurukshetra,29.96937469974249,76.8482787
303,Lakhimpur,27.946308999952237,80.7815166
304,Lalitpur,24.690962690869934,78.41254443188798
305,Lalitpur,24.693569500283186,78.41788659999999
306,Latur,18.398339300268425,76.562087
307,Lucknow,26.83810000007566,80.9346001
308,Ludhiana,30.909015699667297,75.851601
309,Machilipatnam,16.181939300045325,81.1351299
310,Madanapalle,13.555797899739732,78.50087199999999
311,Madurai,9.926115299434453,78.1140983
312,Mahbubnagar,16.7434538001079,77.99231909999999
313,Mahesana,23.60155570035629,72.3867981
314,Maheshtala,22.50862100039945,88.25321819999999
315,Mahuva,21.0869055946324,71.76067046103609
316,Mainpuri,27.227067700032702,79.02717019999999
317,Malappuram,11.061001076127834,76.0685947606978
318,Malegaon,20.557606200393586,74.5246514
319,Malerkotla,30.53312899969498,75.8807604
320,Malkapur,20.88754320040213,76.1984229
321,Malkapur,20.882503315346483,76.20459505129648
322,Mandsaur,24.068289800328447,75.0742388
323,Mandya,12.523888799630338,76.8961961
324,Mangaluru,12.869810099665564,74.84300819999999
325,Mansurchak,25.62560300181153,85.91834605641023
326,Mathura,27.49555390000272,77.6855554
327,Mau,25.93910960017038,83.5716125
328,Meerut,28.99632959983782,77.7061915
329,Meherpur,23.77514750034656,88.6311437
330,Midnapore,22.42070250040151,87.3269963
331,Miryalaguda,16.870988200121676,79.5613977
332,Mirzapur,25.14613460024533,82.56899519999999
333,Modinagar,28.832071299855155,77.57708729999999
334,Moga,30.822340799673366,75.17309669999999
335,Moradabad,28.833498199855004,78.77328639999999
336,Morbi,22.817666200390523,70.83459279999998
337,Morena,26.49099140011316,77.98136559999999
338,Motihari,26.64630797005101,84.91307300811597
339,Motihari,26.64762030009635,84.9143193
340,Mughal Sarai,25.280732700233333,83.1251282
341,Mumbai,19.075989900319694,72.8773928
342,Munger,25.37735190022452,86.47310389999998
343,Murwara,23.82325849723392,80.39693973553067
344,Muzaffarnagar,29.466236899790008,77.6961699
345,Muzaffarpur,26.118289800152187,85.3857888
346,Mysuru,12.305182799608955,76.6553609
347,Nabadwip,23.40866840036621,88.36579909999999
348,Nadiad,22.689613500394543,72.8715911
349,Nagaon,26.348223800128277,92.6858215
350,Nagaur,27.2000843000357,73.7377453
351,Nagda,23.45789570036378,75.4191114
352,Nagercoil,8.188047099390504,77.4290492
353,Nagod,24.57232314826671,80.58188426008265
354,Nagpur,21.149813400406753,79.08205559999999
355,Nalgonda,17.05044060014072,79.26692349999999
356,Naliya,23.259360162403585,68.82979581694482
357,Nanded-Waghala,19.16933500032596,77.311013
358,Nandurbar,21.36377800040909,74.24114179999998
359,Nandyal,15.473629299963182,78.48065919999999
360,Narasaraopet,16.2389242000518,80.04728789999999
361,Narnaul,28.04384559994135,76.1062015
362,Nashik,20.011247500372914,73.7902364
363,Navi Mumbai,19.030826200316593,73.01985369999998
364,Navsari,20.95240700040346,72.9323831
365,Nawada,24.88597246876572,85.5419210510958
366,Neamatpur,23.71874787260505,86.87768771283808
367,Neemuch,24.465002300300732,74.8689508
368,Nellore,14.449371699842361,79.98737629999998
369,New Delhi,28.61389539987858,77.20900569999999
370,Nimbahera,24.62276329103247,74.68511501938977
371,Nizamabad,18.673269300290414,78.0978477
372,Noida,28.570784099883262,77.3271074
373,Nurpur,32.29928606292628,75.88374583433439
374,Ongole,15.505871399966972,80.04994539999998
375,Orai,25.98639180016562,79.4534538
376,Osmanabad,18.185356700250342,76.04202529999999
377,palakkad,10.769214699482635,76.6512509
378,Palanpur,24.170979400321617,72.4366375
379,Palanpur,24.170527989954547,72.43213238640287
380,Pali,25.780785969166885,73.32235143940726
381,Pali,25.768237600187344,73.32751349999998
382,Palwal,28.140574099930582,77.3259802
383,Panaji,15.49899459996616,73.8282141
384,Panipat,29.39127529979743,76.9771675
385,Panvel,18.989524900313718,73.1221935
386,Patan,23.850503200342104,72.1133403
387,Pathankot,32.269245199599666,75.6528858
388,Patiala,30.338793342715817,76.39425873672573
389,Patiala,30.329560499711366,76.41278189999998
390,Patna,25.609323900202735,85.12352519999999
391,Pilibhit,28.629499599876887,79.80540720000002
392,Piparia,22.76198644088566,78.35148229972083
393,Pithampur,22.610557600396795,75.6790283
394,Poonch,33.767000399595204,74.0957143
395,Porbandar,21.640900000410177,69.611
396,Port Blair,11.664534799550829,92.7390448
397,Prayagraj,25.4381302002189,81.8338005
398,Proddatur,14.7555952998784,78.5501531
399,Puducherry,11.934056799574416,79.83064469999998
400,Pujali,22.467872200400432,88.145241
401,Pune,18.521428000278465,73.8544541
402,Puri,19.80760830036319,85.8252538
403,Puri,19.811927091369842,85.8260136326968
404,Purnia,25.777360100186446,87.4731227
405,Puruliya,23.32918820037002,86.3672378
406,Puruliya,23.32853697269334,86.36373829686612
407,Puthanathani,10.936224361101372,76.00535453625325
408,Raebareli,26.2207738001416,81.24652029999999
409,Raichur,16.19832250004719,77.3527444
410,Raiganj,25.614079813305924,88.12919373172869
411,Raiganj,25.627196600201028,88.1317967
412,Raigarh,21.897618000409228,83.39655009999998
413,Raigarh,21.893669827026958,83.39625594308244
414,Raipur,21.237946900407877,81.63368329999999
415,Rajamahendravaram,17.005045400135938,81.7804732
416,Rajarhat,22.610352100396806,88.51947629999998
417,Rajgarh,24.00631370270315,76.72966571395507
418,Rajkot,22.30519910040388,70.8028335
419,Rajmahal,25.050926249146006,87.83206619295778
420,Rajnandgaon,21.09649060040598,81.029154
421,Rajpur Sonarpur,22.438202600401123,88.432045
422,Rajshahi,24.371551300307576,88.59210379999999
423,Ramagundam,18.76151560029713,79.47878479999999
424,Rampura,24.472186345842974,75.4372267007794
425,Ranaghat,23.173812400376985,88.563677
426,Ranchi,23.370035400368085,85.3250132
427,Ranebennur,14.616579499862011,75.6341529
428,Raniganj,23.610599100355802,87.119735
429,Ranirhat,26.500853740190546,88.95313390397087
430,Rapar,23.57120264526957,70.64589571858485
431,Rewa,24.535900000295406,81.2934
432,Rewari,28.195646799924475,76.6165179
433,Rohtak,28.901089899847832,76.5801935
434,Roorkee,29.86934959975158,77.89021239999998
435,Rourkela,22.230925500405203,84.8678705
436,Rudrapur,28.974743999840086,79.3963951
437,Sachin,21.085330100405802,72.8804684
438,Sagar,23.84177930034263,78.7466817
439,Saharanpur,29.963743799743,77.5427464
440,Saharsa,25.875896200176697,86.5926702
441,Salem,11.661201199550543,78.1602498
442,Sambalpur,21.47053910040977,83.9761511
443,Sambhal,28.585196999881695,78.570932
444,Sangli,16.850253400119446,74.5948885
445,Saoner,21.386066432462048,78.92075801705768
446,Sasaram,24.95096560026214,84.0148733
447,Satara,17.68832100020488,74.0041726
448,Satna,24.57241164614093,80.83770302932231
449,Sawai Madhopur,26.018891900162323,76.3522441
450,Secunderabad,17.43372460018,78.5006827
451,Sehore,23.204920100375645,77.0845745
452,Serampore,22.754995100392545,88.34166720000002
453,Shamli,29.448349399791766,77.30877189999998
454,Shantipur,23.246400000373818,88.44369999999999
455,Shikohabad,27.103764500046402,78.5881058
456,Shillong,25.57604460020592,91.8825282
457,Shimla,31.104152599654334,77.17097289999998
458,Shivamogga,13.932609299782385,75.574978
459,Shivpuri,25.423525600220255,77.6551422
460,Sibsagar,26.982730991070802,94.64009238152572
461,Siddipet,18.101773900243007,78.8520128
462,Sikar,27.609186399989984,75.1395503
463,Silchar,24.82958800027223,92.79714799999999
464,Siliguri,26.710394553694204,88.43539355689474
465,Siliguri,26.716412700088902,88.43099159999998
466,Silvassa,20.27367680038385,73.0045787
467,Singrauli,24.19744320031981,82.6661453
468,Sipajhar,26.397400000123096,91.89652
469,Sirohi,24.886628192407457,72.85981934557984
470,Sirsa,29.537284899783046,75.0377649
471,Sitapur,27.56155679999533,80.6840082
472,Sivani,22.09100490040728,79.55077909999999
473,Siwan,26.218455800141847,84.35850619999998
474,Solapur,17.67152720020328,75.8975502
475,Sopore,34.2869123996124,74.4625673
476,Sri Ganganagar,29.927055599746325,73.87615189999998
477,Srikakulam,18.294930700259755,83.89388439999999
478,Sri Muktsar Sahib,30.469199999700027,74.51819999999998
479,Srinagar,34.07474439960421,74.82044429999999
480,Sujangarh,27.701115399979685,74.46493579999999
481,Sultanpur,26.25886020013764,82.07168929999999
482,Surat,21.186460700407252,72.8081281
483,Surendranagar,22.72317000039353,71.648352
484,Suryapet,17.14053280015013,79.62251049999999
485,Tadepallegudem,16.81656010011581,81.5296984
486,Tadipatri,14.906955899896282,78.0097071
487,Tenali,16.237773500051674,80.6464219
488,Thane,19.194329400327607,72.9701779
489,Thanesar,29.975056399741984,76.8309445
490,Thanjavur,10.786026699483758,79.13814969999999
491,Tharad,24.391962958134872,71.62855273541705
492,Thiruvananthapuram,8.524112199392942,76.9360573
493,Thoothukudi,8.805260199397235,78.14527449999999
494,Thrissur,10.525626399467026,76.2132542
495,Timurni,22.366447188246877,77.22247766355295
496,Tiruchirappalli,10.804972999485036,78.6870296
497,Tirunelveli,8.719058727253548,77.58596336703212
498,Tirunelveli,8.729529999395876,77.68519999999998
499,Tirunelveli,8.726985824177394,77.70588602804062
500,Tirunelveli,8.803573207281959,77.80253437613119
501,Tirupati,13.631636799748225,79.42317109999999
502,Tiruppur,11.101781499506037,77.34519199999998
503,Tonk,26.161243600147763,75.78581029999998
504,Tumakuru,13.340077099715865,77.10062079999999
505,Tumsar,21.382039900409232,79.7500206
506,Udaipur,24.578721000292138,73.6862571
507,Udgir,18.392134900267905,77.1196118
508,Udhampur,32.921972599588045,75.13314819999998
509,Udupi,13.341916899716066,74.7473232
510,Ujjain,23.17459700037695,75.78514229999999
511,Ulhasnagar,19.222736300329455,73.1657782
512,Uluberiya,22.470031800400385,88.1011108
513,Umaria,23.524445514421966,80.82837466743581
514,Umerkot,19.666695600355844,82.20612509999998
515,Unnao,26.54358400010754,80.48714799999999
516,Vadodara,22.297314200404028,73.1942567
517,Valsad,20.606776700395056,72.9272881
518,Vapi,20.37160300038745,72.9166501
519,Varanasi,25.33564910022834,83.00762919999998
520,Vasai-Virar,19.425878800342122,72.8224901
521,Vellore,12.907175299669465,79.13096949999999
522,Veraval,20.91010990040261,70.365279
523,Vidisha,23.520812800360556,77.8063184
524,Vijayapura,16.826991100116942,75.7175387
525,Vijayawada,16.5087586000821,80.6185102
526,Visakhapatnam,17.723127600208212,83.30128419999998
527,Vizianagaram,18.113925900244084,83.3979562
528,Warangal,17.980609400232147,79.59821150000002
529,Wardha,20.746494100398852,78.5997922
530,Yadong,27.48930460000342,88.90505789999999
531,Yamunanagar,30.123134899728885,77.286329
532,Yavatmal,20.39034400038811,78.13285179999998
